フシギダネ,9,0.8144897
フシギソウ,39,0.3592487
フシギバナ,37,0.63172776
ヒトカゲ,42,0.678805
リザード,9,0.9645826
リザードン,6,0.4937636
ゼニガメ,10,0.64017683
カメール,30,0.87267536
カメックス,37,0.63629895
キャタピー,16,0.99436754
トランセル,43,0.9939875
バタフリー,3,0.99395037
ビードル,39,0.99029666
コクーン,39,0.3329781
スピアー,5,0.9934663
ポッポ,39,0.6220993
ピジョン,29,0.49504158
ピジョット,10,0.92216164
オニスズメ,49,0.99314636
オニドリル,6,0.53585136
アーボ,12,0.30620292
アーボック,24,0.69606405
ピカチュウ,31,0.47553736
ニドラン♀,23,0.6485835
ニドリーナ,31,0.99268633
ニドクイン,15,0.8450932
ニドラン♂,26,0.8456867
ニドリーノ,9,0.88579744
ニドキング,23,0.74328536
ピッピ,2,0.9937576
プリン,29,0.5823855
プクリン,0,0.8685765
ズバット,46,0.711162
ゴルバット,23,0.52928
コダック,19,0.60620916
フーディン,8,0.6830853
メノクラゲ,36,0.39223093
ドククラゲ,31,0.90377504
コイル,16,0.47170743
ゲンガー,47,0.99268633
イワーク,2,0.9183259
ビリリダマ,1,0.5474644
サワムラー,23,0.9925187
ベロリンガ,46,0.610927
サイホーン,42,0.99140316
ヒトデマン,1,0.70590043
ケンタロス,24,0.74539465
コイキング,23,0.9099672
ギャラドス,23,0.8124392
メタモン,2,0.90787345
イーブイ,29,0.39440185
シャワーズ,29,0.99528813
サンダース,44,0.5511039
ブースター,26,0.99533314
ポリゴン,47,0.9888629
オムナイト,46,0.9940604
オムスター,43,0.71166825
カブト,47,0.96230626
プテラ,26,0.45472983
カビゴン,47,0.94555414
フリーザー,29,0.5182481
ミニリュウ,12,0.9928462
ハクリュー,8,0.66885173
カイリュー,49,0.99324095
ミュウツー,38,0.6658523
ミュウ,2,0.56541485
マグマラシ,43,0.65951866
ワニノコ,19,0.94235176
オオタチ,42,0.80399054
ホーホー,19,0.77237254
レディバ,20,0.91189945
レディアン,33,0.52400523
イトマル,33,0.5671304
アリアドス,31,0.4460765
クロバット,16,0.35513118
ピチュー,9,0.5974489
ネイティ,19,0.9299975
キレイハナ,15,0.80611
ウソッキー,43,0.99324113
ヒマナッツ,44,0.96744025
ヤンヤンマ,27,0.6638236
アンノーン,18,0.5468929
ソーナンス,18,0.9183166
キリンリキ,42,0.9919005
ノコッチ,10,0.59283596
ブルー,2,0.43045688
グランブル,23,0.49715906
ハリーセン,20,0.40186453
ハッサム,24,0.624003
テッポウオ,19,0.97549814
オクタン,31,0.9934226
デリバード,10,0.9944942
ドーブル,16,0.53739667
ヨーギラス,49,0.7549773
バンギラス,2,0.7914864
ルギア,15,0.98934716
ホウオウ,49,0.51132
セレビィ,17,0.9901006
キモリ,19,0.60060054
アチャモ,19,0.69595754
ミズゴロウ,37,0.98968357
ラグラージ,15,0.70081586
ケムッソ,20,0.58283466
サーナイト,38,0.9930494
アメタマ,9,0.9455531
キノガッサ,18,0.68034583
ヤルキモノ,44,0.46873343
テッカニン,38,0.5748114
ヌケニン,38,0.8912055
ヤミラミ,21,0.5574747
クチート,23,0.9940604
ホエルコ,20,0.4129832
ホエルオー,20,0.54013336
ナックラー,19,0.97958297
ビブラーバ,19,0.50952786
ユレイドル,31,0.49888042
アノプス,24,0.7073234
カゲボウズ,32,0.99140304
トドゼルガ,23,0.9904849
ダンバル,2,0.6403725
レジロック,27,0.96733296
レジアイス,27,0.80881983
ラティアス,13,0.9183291
レックウザ,47,0.52235574
ジラーチ,17,0.98833275
デオキシス,47,0.4915941
ヒコザル,17,0.9754992
ゴウカザル,17,0.46590674
ポッチャマ,38,0.6854213
コロボーシ,17,0.69304466
コリンク,17,0.7405479
ミツハニー,38,0.9041854
パチリス,17,0.5102258
ミミロル,17,0.8289436
リーシャン,27,0.9299996
ドータクン,43,0.5812698
ミカルゲ,29,0.9109062
ルカリオ,0,0.02
グレッグル,0,0.8961016
ベロベルト,23,0.8580096
エレキブル,24,0.48106915
メガヤンマ,32,0.44586152
リーフィア,43,0.5524381
グレイシア,24,0.6635035
ユクシー,17,0.4675576
エムリット,17,0.4865236
アグノム,17,0.47635365
マナフィ,29,0.98280627
ダイケンキ,20,0.9818512
レパルダス,32,0.98923016
ムンナ,17,0.80110854
ムシャーナ,11,0.38896793
タブンネ,2,0.9316561
アーケン,20,0.99092543
アーケオス,38,0.69707733
ゾロア,1,0.7350451
ゾロアーク,47,0.53030086
メブキジカ,39,0.584644
シュバルゴ,20,0.9836656
プルリル,43,0.46032
シビビール,19,0.95739037
シビルドン,19,0.5460449
オノノクス,38,0.39255315
アギルダー,43,0.5338813
コジョンド,19,0.9246145
サザンドラ,13,0.98558784
ウルガモス,49,0.93778014
ボルトロス,2,0.6105144
レシラム,47,0.6705652
ゼクロム,47,0.99057657
ランドロス,2,0.9109877
キュレム,38,0.45488426
ケルディオ,47,0.98657453
ハリマロン,6,0.58580524
ハリボーグ,39,0.7367831
ブリガロン,35,0.9844441
フォッコ,32,0.6350436
テールナー,20,0.39078763
マフォクシー,22,0.9807834
ケロマツ,32,0.45325714
ゲコガシラ,41,0.97609717
ゲッコウガ,45,0.50273913
ホルード,11,0.98492223
ファイアロー,23,0.7606095
ビビヨン,26,0.8053707
メェークル,11,0.9786947
ゴーゴート,32,0.9693741
トリミアン,33,0.80681026
ニャスパー,34,0.6636564
ウデッポウ,17,0.57862794
アマルルガ,24,0.9851505
ニンフィア,37,0.89991605
ルチャブル,10,0.62050337
デデンネ,24,0.98558736
メレシー,1,0.9549005
ヌメイル,19,0.9841931
バケッチャ,12,0.39249453
パンプジン,45,0.98957396
ゼルネアス,3,0.45823637
イベルタル,11,0.97199935
ジガルデ,38,0.3975574
ディアンシー,37,0.98393315
ボルケニオン,7,0.8823743
モクロー,32,0.68695945
フクスロー,37,0.47475874
ジュナイパー,7,0.99019957
ニャビー,33,0.80420566
ニャヒート,25,0.85921973
ガオガエン,24,0.9894614
アシレーヌ,32,0.98833257
ツツケラ,7,0.36352956
ケララッパ,19,0.95099896
デカグース,38,0.52414894
アゴジムシ,19,0.61500704
デンヂムシ,19,0.76543283
ケケンカニ,19,0.5892752
イワンコ,38,0.7609919
ルガルガン,20,0.9554531
ヨワシ,38,0.6070125
ヒドイデ,18,0.562408
ドヒドイデ,19,0.9387492
ドロバンコ,37,0.86857253
オニシズクモ,19,0.9346659
ラランテス,47,0.3757715
ヌイコグマ,19,0.583435
アマージョ,14,0.91090864
ヤレユータン,14,0.9693747
ナゲツケサル,14,0.8643197
コソクムシ,5,0.88579845
グソクムシャ,19,0.9346661
シロデスナ,19,0.9509992
ナマコブシ,44,0.4798846
タイプ:ヌル,47,0.5938274
シルヴァディ,43,0.8764526
メテノ,21,0.8834215
ネッコアラ,47,0.6426986
ミミッキュ,11,0.9919668
ハギギシリ,19,0.78229964
ジャラランガ,32,0.39484817
カプ・コケコ,4,0.9554536
カプ・テテフ,44,0.55392313
コスモウム,38,0.6017327
ソルガレオ,36,0.53903174
ルナアーラ,38,0.31459898
ウツロイド,43,0.98419285
マッシブーン,33,0.9874354
フェローチェ,33,0.4300317
デンジュモク,28,0.81518465
テッカグヤ,33,0.98366594
カミツルギ,43,0.7001845
アクジキング,32,0.6627756
マギアナ,23,0.70558745
ベベノム,43,0.87041247
アーゴヨン,43,0.69768447
ツンデツンデ,7,0.66536224
ズガドーン,22,0.97487104
ゼラオラ,28,0.98468685
メルタン,38,0.9923432
メルメタル,38,0.9909255
サルノリ,35,0.9818515
バチンキー,20,0.8801725
ゴリランダー,8,0.8107509
ヒバニー,20,0.6599685
ラビフット,6,0.9839338
エースバーン,20,0.97549933
メッソン,22,0.643531
ジメレオン,32,0.97199905
インテレオン,16,0.9693742
ホシガリス,18,0.96620625
ヨクバリス,32,0.80723214
ココガラ,32,0.92386526
アオガラス,20,0.968386
アーマーガア,32,0.9861965
サッチムシ,32,0.96937424
レドームシ,11,0.4317896
イオルブ,32,0.5753129
クスネ,32,0.5266868
フォクスライ,11,0.97117555
ヒメンカ,16,0.981508
ワタシラガ,36,0.9818514
ウールー,32,0.5680528
バイウールー,32,0.49426666
カムカメ,32,0.52421206
カジリガメ,18,0.73136735
ワンパチ,32,0.97609687
パルスワン,22,0.5900384
タンドン,32,0.9711756
トロッゴン,16,0.83555704
セキタンザン,18,0.8814093
カジッチュ,11,0.5866065
アップリュー,11,0.97958297
タルップル,11,0.9791484
スナヘビ,22,0.9662064
サダイジャ,22,0.98185134
ウッウ,39,0.8170933
サシカマス,11,0.58268595
カマスジョー,11,0.6094825
エレズン,11,0.97869503
ストリンダー,22,0.51192886
ヤクデ,32,0.50639886
マルヤクデ,40,0.97999966
タタッコ,16,0.5765283
オトスパス,16,0.9703018
ヤバチャ,24,0.97420967
ポットデス,24,0.9799991
ミブリム,32,0.9772082
テブリム,11,0.69407254
ブリムオン,11,0.9803994
ベロバー,44,0.5711002
ギモー,32,0.9662058
オーロンゲ,40,0.66994953
タチフサグマ,11,0.5103349
ニャイキング,6,0.78686047
サニゴーン,1,0.6325381
ネギガナイト,11,0.49940684
バリコオル,22,0.9760966
デスバーン,20,0.75082594
マホミル,18,0.96620613
マホイップ,16,0.8079044
タイレーツ,6,0.54110414
バチンウニ,11,0.61813706
ユキハミ,8,0.96838623
モスノウ,24,0.63062567
イシヘンジン,19,0.53230506
コオリッポ,31,0.7720576
イエッサン,20,0.61245865
モルペコ,32,0.81176203
ゾウドウ,20,0.96733207
ダイオウドウ,12,0.6785895
パッチラゴン,0,0.98579645
パッチルドン,4,0.54526335
ウオノラゴン,49,0.983666
ウオチルドン,43,0.9807835
ジュラルドン,10,0.61643064
ドラメシヤ,20,0.43258408
ドロンチ,22,0.97609705
ドラパルト,23,0.6767241
ムゲンダイナ,36,0.9203726
ザルード,17,0.4208813
